project_id,freelancer_id,client_id,category,budget_usd,status,start_date,deadline,duration_days,bids_received,remote,project_complexity
PR000868,FL00447,CL00959,Writing,527,completed,2022-09-05,2023-01-01,28,11,true,
PR000869,FL00118,CL00690,Web Development,4948,completed,2020-05-30,2020-07-30,34,45,false,high
PR000870,FL00312,CL00521,Design,1591,completed,2022-01-01,2022-03-23,88,35,False,Low
PR000871,FL00361,CL00368,,4775,in_progress,2023-01-26,TBD,32,17,True,High
PR000872,FL00408,CL00929,Video,4532$,disputed,2020-06-03,2020-09-06,,,0,
PR000873,FL00424,CL00571,Data Science,3841,completed,,2022-01-24,71,9,True,High
PR000874,FL00233,CL00547,SEO,1567,completed,2021-01-25,2021-04-28,74,33,Yes,Low
PR000875,FL00151,CL00986,Video,2722,cancelled,2020-01-30,2020-02-23,139,0,1,medium
PR000876,FL00139,CL00667,Video,4970,disputed,2024-05-28,2024-08-29,94,31,false,Low
PR000877,FL00076,CL00761,Marketing,1568$,completed,2021-11-27,2021-12-23,116,23,True,High
PR000878,FL00005,CL00737,Marketing,1965,COMPLETED,2021-02-11,2021-05-27,63,45,True,medium
PR000879,FL00076,CL00834,AI/ML,2214,disputed,2021-04-08,2021-07-16,57,12,No,low
PR000880,FL00279,CL00118,Data Science,2588,completed,2024-03-28,2024-04-23,21,,True,high
PR000881,FL00078,CL00773,Writing,3445,completed,2022-08-06,2022-10-18,33,44,true,Medium
PR000882,FL00253,CL00208,Data Science,2520,disputed,2021-01-15,TBD,12,16,false,medium
PR000883,FL00096,CL00446,DevOps,1401,completed,2021-06-20,2021-08-22,129,42,No,High
PR000884,FL00351,CL00381,Design,3295,cancelled,2022-01-07,2022-04-01,22,16,False,Low
PR000885,FL00042,CL00392,Writing,3012,completed,2023-04-25,2023-08-10,25,43,false,Medium
PR000886,FL00455,CL00479,,3793$,completed,2023-06-28,2023-08-29,94,34,Yes,high
PR000887,FL00272,CL00953,DevOps,4000,cancelled,2022-04-06,2022-04-19,57,31,True,Medium
PR000888,FL00083,CL00450,,2733,completed,2023-02-14,2023-02-26,102,19,No,
PR000889,,CL00991,Design,3467,completed,2022-04-03,2022-04-11,176,8,false,medium
PR000890,FL00491,CL00268,DevOps,4651,completed,2024-04-10,2024-06-12,111,42,Yes,low
PR000891,FL00204,CL00259,Web Development,4548,completed,2021-04-19,2021-05-08,134,27,true,High
PR000892,FL00015,CL00725,,3931,cancelled,2023-10-29,2023-11-16,106,37,0,high
PR000893,FL00283,CL00588,Marketing,2213,completed,2020-05-30,2020-08-24,126,27,No,low
PR000894,FL00108,CL00092,Marketing,3582,completed,2021-03-03,TBD,141,19,No,Medium
PR000895,FL00312,CL00029,,475413,in_progress,2022-04-11,2022-05-02,51,16,true,Low
PR000896,FL00300,CL00957,AI/ML,51329,disputed,,2023-02-05,169,5,No,Medium
PR000897,FL00473,CL00463,Web Development,4788$,in_progress,2022-08-03,2022-11-03,58,3,Yes,medium
PR000898,FL00082,CL00373,Writing,3941,completed,2023-09-23,2024-01-16,79,6,No,high
PR000899,FL00321,CL00417,Data Science,3489,completed,2023-04-15,2023-06-15,173,12,Yes,low
PR000900,FL00419,CL00279,AI/ML,1841,disputed,2021-02-02,2021-05-29,90,16,No,high
PR000901,FL00198,CL00358,AI/ML,4878,disputed,2021-06-26,,164,1,false,low
PR000902,FL00308,CL00323,Web Development,2335,disputed,2024-03-11,2024-05-24,9,30,0,Medium
PR000903,FL00102,CL00124,DevOps,3400,cancelled,2021-01-21,,57,3,1,Low
PR000904,FL00370,CL00756,Video,2209,completed,2021-10-05,2021-10-25,102,41,Yes,low
PR000905,FL00127,CL00635,Design,1218,in_progress,2021-02-06,2021-05-29,14,1,No,
PR000906,FL00412,CL00531,DevOps,4985,completed,2020-08-23,2020-10-19,110,16,0,low
PR000907,FL00191,CL00024,Writing,3975,cancelled,2023-04-23,2023-05-26,104,30,No,Low
PR000908,FL00326,CL00737,DevOps,1080,completed,2023-05-13,2023-06-12,134,43,false,Medium
PR000909,FL00479,CL00502,DevOps,2839,disputed,2022-10-31,2023-02-14,,2,false,medium
PR000910,,CL00261,SEO,2302,cancelled,2021-02-05,,75,39,true,medium
PR000911,FL00006,CL00805,Design,3800,cancelled,2022-11-02,2022-12-10,69,17,0,high
PR000912,FL00013,CL00006,Design,375,in_progress,2023-07-06,2023-11-03,,8,Yes,low
PR000913,FL00011,CL00362,AI/ML,1452$,completed,2022-01-03,2022-04-28,16,43,true,Low
PR000914,,CL00132,AI/ML,865,cancelled,2021-10-30,2021-11-06,15,7,True,medium
PR000915,FL00496,CL00223,Web Development,2939,completed,2022-12-22,2023-02-03,39,45,0,Medium
PR000916,FL00054,CL00193,Marketing,4489,completed,2022-09-22,2022-10-17,48,23,Yes,medium
PR000917,FL00339,CL00526,Mobile App,2872,cancelled,2020-03-25,2020-05-02,27,,1,medium
PR000918,FL00300,CL00671,Mobile App,2765,disputed,2020-03-03,2020-05-14,93,22,false,High
PR000919,FL00261,CL00157,DevOps,607,cancelled,2024-03-29,2024-07-05,47,45,false,medium
PR000920,FL00436,CL00018,Writing,2134,in_progress,2023-05-05,2023-07-11,107,16,False,low
PR000921,FL00102,CL00373,AI/ML,,disputed,2022-09-27,2022-10-19,97,9,true,low
PR000922,FL00248,CL00207,Video,614,completed,2022-01-23,2022-02-13,75,39,0,low
PR000923,FL00491,CL00994,Mobile App,4673,disputed,2021-03-15,2021-04-17,2,37,Yes,high
PR000924,FL00103,CL00785,Mobile App,3135,completed,2023-10-25,2023-12-31,158,15,Yes,Low
PR000925,,CL00091,,4575,completed,2023-08-16,2023-11-17,42,,false,high
PR000926,FL00122,CL00932,,3650,completed,2022-10-20,2023-01-10,144,13,1,low
PR000927,FL00386,CL00902,Video,,in_progress,2021-05-23,2021-09-02,104,30,Yes,High
PR000928,FL00016,CL00780,Writing,4677,completed,2024-04-18,2024-07-21,122,19,true,High
PR000929,FL00229,CL00583,Mobile App,2207,in_progress,2023-06-02,2023-07-06,,9,True,medium
PR000930,FL00413,CL00828,Video,4926,in_progress,2022-03-10,2022-05-09,171,40,true,High
PR000931,FL00252,CL00724,Data Science,529,completed,2022-08-15,2022-09-17,134,31,True,High
PR000932,FL00168,CL00668,AI/ML,2766,disputed,2024-05-07,2024-07-10,91,8,No,high
PR000933,FL00328,CL00038,Writing,2262,completed,2022-04-28,2022-06-02,39,43,No,High
PR000934,FL00052,CL00586,Marketing,2144,COMPLETED,2020-06-18,2020-09-13,141,34,1,Medium
PR000935,FL00427,CL00210,Data Science,4201,in_progress,2022-05-16,2022-07-14,,32,False,high
PR000936,FL00023,CL00471,Web Development,1139,cancelled,2020-06-15,,34,45,Yes,Low
PR000937,FL00411,CL00007,Writing,4227,completed,,2020-05-17,40,8,No,High
PR000938,FL00480,CL00159,Design,1003,completed,2022-07-04,2022-08-10,102,11,Yes,Low
PR000939,FL00496,CL00334,Marketing,281,in_progress,2024-04-11,2024-05-06,15,20,True,High
PR000940,FL00433,CL00980,Video,441,in_progress,2023-03-31,2023-04-07,47,23,false,medium
PR000941,FL00390,CL00718,Design,244288,completed,2022-12-20,2023-02-01,28,,1,Medium
PR000942,FL00136,CL00588,,2838,disputed,2023-11-02,2023-12-21,9,6,false,Medium
PR000943,FL00397,CL00324,Marketing,1937,in_progress,2021-02-19,2021-06-03,73,16,No,Low
PR000944,FL00076,CL00839,Mobile App,187,disputed,2021-07-06,2021-09-07,161,30,0,low
PR000945,FL00233,CL00975,Video,3171,completed,2021-12-27,2022-03-21,93,37,Yes,medium
PR000946,FL00097,CL00385,Design,703,in_progress,2023-04-20,2023-05-24,162,22,0,medium
PR000947,FL00431,CL00402,Marketing,4175$,in_progress,2022-01-25,2022-02-01,149,10,true,high
PR000948,FL00404,CL00621,Mobile App,3672,CANCELLED,2020-02-10,,143,29,false,Medium
PR000949,FL00208,CL00477,Data Science,2923,disputed,2023-09-27,2023-12-31,26,21,Yes,High
PR000950,FL00494,CL00577,SEO,2704,cancelled,2022-01-11,2022-03-08,95,36,No,High
PR000951,FL00401,CL00479,AI/ML,467,completed,2022-10-12,2022-12-03,29,31,No,High
PR000952,FL00311,CL00241,Design,2828,disputed,2023-01-31,TBD,21,3,1,low
PR000953,FL00064,CL00986,Data Science,4121,completed,2023-03-28,2023-04-15,,41,true,medium
PR000954,FL00371,CL00176,SEO,2028,completed,2021-11-09,2021-12-08,41,42,1,high
PR000955,FL00232,CL00452,Design,1453,completed,2020-10-08,2020-12-28,113,41,0,High
PR000956,FL00355,CL00937,SEO,4708,completed,2022-07-28,2022-09-11,85,2,true,low
PR000957,FL00317,CL00462,Writing,1640,in_progress,2023-04-26,2023-07-31,118,33,0,Low
PR000958,FL00389,CL00062,Writing,4844,disputed,2021-07-12,2021-08-22,72,9,True,Low
PR000959,FL00410,CL00983,Mobile App,3505,cancelled,2023-06-28,2023-09-25,129,4,0,high
PR000960,FL00438,CL00858,Design,3126,in_progress,2020-04-18,2020-07-16,107,0,False,Medium
PR000961,FL00129,CL00005,Video,1489,completed,2023-09-21,2023-10-29,160,16,True,high
PR000962,FL00214,CL00053,Web Development,2146,cancelled,2022-12-12,2023-04-07,,10,False,low
PR000963,FL00035,CL00542,Video,2864,in_progress,2021-06-02,2021-09-02,36,38,False,High
PR000964,FL00357,CL00745,Marketing,3698,disputed,2023-06-08,2023-06-27,150,41,1,Medium
PR000965,,CL00087,AI/ML,1024,completed,2020-08-13,2020-09-25,44,,False,Medium
PR000966,FL00016,CL00663,Mobile App,451,completed,2020-04-15,2020-07-10,19,9,False,Medium
PR000967,FL00235,CL00591,Marketing,933,in_progress,2021-10-01,TBD,25,3,true,Medium
PR000968,FL00207,CL00733,DevOps,2031,completed,2021-01-09,2021-03-26,21,,true,High
PR000969,,CL00459,Writing,4498$,in_progress,2022-06-22,2022-10-09,152,31,Yes,high
PR000970,FL00241,CL00077,,4516,disputed,,2022-12-27,95,1,No,Medium
PR000971,FL00237,CL00448,Data Science,1597,in_progress,2021-12-10,2022-01-23,60,20,false,medium
PR000972,FL00413,CL00994,DevOps,4288,cancelled,,2021-03-21,11,41,0,low
PR000973,FL00119,CL00743,Mobile App,3108,cancelled,2021-04-26,2021-05-12,,30,True,low
PR000974,FL00004,CL00627,DevOps,2537,cancelled,2021-08-01,2021-10-31,61,0,0,Low
PR000975,FL00422,CL00380,Writing,3040,completed,,2024-04-09,76,26,0,Low
PR000976,FL00361,CL00236,Mobile App,265336,in_progress,2021-09-24,2021-11-13,8,31,true,Medium
PR000977,FL00069,CL00984,Video,4088,cancelled,2024-05-30,2024-09-17,133,4,false,High
PR000978,FL00158,CL00452,SEO,2722,completed,2020-09-02,2020-09-18,53,6,Yes,Medium
PR000979,FL00028,CL00028,Video,2838,cancelled,2021-06-15,2021-09-16,24,2,true,High
PR000980,FL00130,CL00433,Web Development,3767,completed,2020-10-02,2020-12-14,156,0,true,Low
PR000981,FL00330,CL00133,Writing,2195,,2024-01-23,TBD,4,7,false,High
PR000982,FL00492,CL00151,SEO,1190,completed,2024-01-16,2024-03-23,22,4,No,high
PR000983,FL00435,CL00223,SEO,4000,disputed,2022-06-15,2022-08-08,117,10,No,
PR000984,FL00185,CL00523,Mobile App,2713,completed,2024-02-23,2024-05-04,8,37,1,high
PR000985,FL00127,CL00929,Mobile App,4068,completed,2022-11-10,TBD,72,38,false,medium
PR000986,FL00042,CL00431,AI/ML,354$,in_progress,2021-04-11,2021-06-23,169,3,0,High
PR000987,FL00179,CL00461,Marketing,2718,completed,2021-08-01,2021-11-13,151,10,true,Low
PR000988,FL00017,CL00023,Web Development,1245,disputed,2023-09-26,2023-10-04,114,31,True,High
PR000989,FL00455,CL00535,Web Development,2644,cancelled,2022-05-25,2022-07-23,179,35,False,Low
PR000990,FL00061,CL00796,DevOps,212,,2021-05-11,2021-06-07,109,36,No,high
PR000991,FL00308,CL00823,Web Development,567,completed,2021-04-11,2021-06-22,73,18,False,Low
PR000992,FL00349,CL00254,Design,4291,in_progress,2024-04-21,2024-06-03,153,30,false,High
PR000993,FL00389,CL00304,,1366,completed,2022-02-19,2022-06-09,40,4,1,Low
PR000994,FL00059,CL00501,AI/ML,321,disputed,2020-10-08,2020-10-18,173,10,Yes,low
PR000995,FL00485,CL00324,Design,3094,completed,2023-02-21,2023-04-02,80,9,False,medium
PR000996,FL00424,CL00131,Marketing,3692,completed,2023-01-01,2023-01-27,9,12,0,medium
PR000997,FL00118,CL00661,Marketing,1789,disputed,,2024-05-14,23,40,false,High
PR000998,FL00405,CL00505,Writing,3033,completed,2021-07-28,2021-11-02,73,3,Yes,medium
PR000999,FL00262,CL00373,Data Science,4575,in_progress,2020-09-14,2020-12-24,75,,False,Medium
PR001000,FL00454,CL00749,Writing,132397,completed,2021-06-02,2021-09-20,37,16,No,medium
PR001001,FL00488,CL00703,Data Science,953,disputed,2022-09-03,2022-10-17,77,40,1,High
PR001002,FL00236,CL00872,DevOps,1372,disputed,2021-05-12,2021-07-12,91,22,False,Medium
PR001003,FL00099,CL00148,Mobile App,2458,disputed,2024-01-30,TBD,55,13,true,low
PR001004,FL00237,CL00042,Video,2316,disputed,2020-03-03,2020-06-16,32,,true,high
PR001005,FL00068,CL00696,DevOps,1426,completed,2022-09-03,2022-12-18,108,17,false,High
PR001006,FL00112,CL00452,Design,3842,completed,2024-02-06,2024-05-23,36,31,true,Low
PR001007,FL00458,CL00995,Writing,4375,in_progress,2023-03-11,2023-06-11,92,35,false,Low
PR001008,FL00114,CL00862,Web Development,4755,completed,2020-04-15,2020-06-21,71,19,True,Medium
PR001009,FL00233,CL00019,,319,CANCELLED,2020-11-01,2020-12-30,32,17,false,medium
PR001010,FL00359,CL00336,Marketing,409,completed,2021-04-25,2021-05-28,,10,True,low
PR001011,FL00454,CL00815,AI/ML,649,IN_PROGRESS,2021-11-19,2021-11-27,133,31,0,Low
PR001012,FL00295,CL00181,Mobile App,453,completed,2023-06-20,2023-10-11,139,18,true,Low
PR001013,FL00496,CL00706,Design,2315,disputed,2021-10-25,2021-11-06,147,6,Yes,low
PR001014,FL00018,CL00754,SEO,4685,disputed,2023-11-24,2024-01-23,,41,Yes,low
PR001015,FL00220,CL00461,Writing,4228,in_progress,2023-07-03,2023-08-09,29,17,true,High
PR001016,,CL00644,SEO,2315,in_progress,2020-01-06,2020-02-19,179,8,false,high
PR001017,FL00372,CL00373,Data Science,1806,completed,,2024-07-17,169,36,False,High
PR001018,FL00362,CL00804,Writing,3281$,in_progress,2020-02-10,2020-02-17,,17,false,high
PR001019,FL00335,CL00274,Design,4323,completed,2022-06-07,2022-09-15,12,1,Yes,Low
PR001020,FL00404,CL00606,Design,3746,completed,2020-04-14,2020-07-30,164,24,No,low
PR001021,FL00041,CL00996,Marketing,4112,completed,2020-01-13,2020-04-23,44,23,False,High
PR001022,FL00376,CL00703,AI/ML,3951,completed,2022-05-06,2022-06-08,41,36,True,low
PR001023,FL00063,CL00280,Design,1235,disputed,2023-11-26,2023-12-03,69,29,Yes,
PR001024,FL00162,CL00839,Video,1989,cancelled,2020-06-22,2020-07-11,96,27,1,low
PR001025,FL00024,CL00871,DevOps,168,cancelled,2023-10-06,2024-01-15,160,31,No,Medium
PR001026,FL00154,CL00371,Writing,140,in_progress,2020-06-06,2020-09-08,176,3,No,Medium
PR001027,FL00441,CL00264,Video,406,completed,2020-11-28,,21,7,1,
PR001028,FL00182,CL00137,Writing,2749,completed,2022-12-07,2023-02-15,89,33,False,low
PR001029,FL00451,CL00337,DevOps,4209,in_progress,2023-12-30,2024-01-17,139,36,Yes,high
PR001030,FL00238,CL00615,DevOps,2778,disputed,2022-03-03,2022-03-15,79,26,true,medium
PR001031,FL00411,CL00990,DevOps,3635,cancelled,2022-01-11,2022-05-05,34,31,True,high
PR001032,FL00318,CL00466,Marketing,1142,completed,2021-01-19,2021-04-05,91,24,1,high
PR001033,FL00353,CL00648,Data Science,868,in_progress,2021-11-20,2022-01-20,83,34,1,Low
PR001034,FL00330,CL00916,SEO,4976,cancelled,2021-08-04,2021-08-19,154,15,True,medium
PR001035,FL00452,CL00310,AI/ML,,completed,2020-10-13,2020-11-22,85,15,true,low
PR001036,FL00330,CL00449,Design,3004,completed,2021-06-10,2021-08-12,47,26,0,high
PR001037,FL00112,CL00053,AI/ML,1144,cancelled,2021-06-29,2021-07-28,64,27,0,medium
PR001038,FL00148,CL00618,SEO,1863,disputed,2023-03-03,2023-03-18,63,23,False,High
PR001039,FL00044,CL00401,Mobile App,1631,,2020-03-09,2020-06-30,56,18,true,high
PR001040,FL00414,CL00946,Video,2171,completed,2020-11-16,2021-02-19,82,32,No,medium
PR001041,FL00247,CL00041,,1888,completed,2023-01-11,2023-04-24,109,30,0,High
PR001042,FL00283,CL00670,,1457,cancelled,2023-09-09,2023-10-25,172,33,False,High
PR001043,FL00211,CL00775,Design,3913,completed,2022-10-10,2022-11-12,145,37,Yes,
PR001044,FL00476,CL00864,Design,3767,,2021-10-06,2021-11-01,24,21,0,high
PR001045,FL00329,CL00148,Data Science,3348,in_progress,2020-04-02,2020-05-13,46,9,false,High
PR001046,FL00077,CL00379,,1658,cancelled,2020-11-08,2020-12-06,118,43,0,Medium
PR001047,FL00472,CL00413,DevOps,1840,disputed,2023-09-06,2023-10-20,97,44,Yes,high
PR001048,FL00349,CL00699,AI/ML,,cancelled,2022-04-16,2022-06-26,123,24,true,Medium
PR001049,FL00399,CL00736,Data Science,1401,in_progress,2021-05-16,2021-08-11,120,43,1,high
PR001050,FL00450,CL00306,Video,963,completed,2021-12-24,2022-01-12,99,33,No,medium
PR001051,FL00140,CL00816,Writing,2187,completed,2024-03-24,2024-05-01,59,17,false,high
PR001052,FL00445,CL00196,Mobile App,4560,completed,2020-09-05,2020-11-01,64,39,True,Low
PR001053,FL00449,CL00783,Data Science,327$,completed,2022-02-28,2022-04-03,102,43,False,High
PR001054,FL00304,CL00563,DevOps,1475,in_progress,2020-04-03,TBD,63,29,0,low
PR001055,FL00358,CL00770,Web Development,52990,disputed,2020-08-03,2020-11-01,80,16,No,Low
PR001056,FL00038,CL00477,Marketing,4137,,2022-06-10,2022-09-04,9,3,false,high
PR001057,FL00369,CL00582,DevOps,335902,disputed,,2021-04-01,55,44,false,Medium
PR001058,FL00387,CL00890,Marketing,3793,in_progress,2020-11-24,2021-01-16,56,24,True,Low
PR001059,FL00043,CL00760,Video,1007,COMPLETED,2022-06-05,2022-08-10,44,14,true,
PR001060,,CL00969,Writing,2868,completed,2023-08-05,,83,0,0,Medium
PR001061,FL00212,CL00625,SEO,2006,in_progress,2022-10-29,2022-12-07,11,32,0,high
PR001062,FL00044,CL00454,SEO,3719,completed,2022-07-19,2022-10-16,93,10,false,
PR001063,FL00459,CL00041,Design,4475,completed,2020-05-29,2020-09-26,122,5,Yes,High
PR001064,FL00481,CL00092,SEO,4279,cancelled,2022-04-10,TBD,163,43,false,medium
PR001065,FL00267,CL00931,Mobile App,1118,completed,2024-03-22,2024-07-15,69,1,True,medium
PR001066,FL00049,CL00777,SEO,2812,,2022-09-16,2023-01-12,116,10,true,High
PR001067,FL00374,CL00545,Data Science,2994,disputed,2023-04-19,2023-07-17,159,12,0,high
PR001068,FL00351,CL00411,Web Development,2188,completed,2023-06-08,2023-07-16,117,35,Yes,high
PR001069,FL00364,CL00415,Design,4630,disputed,2023-02-06,2023-04-07,1,40,False,low
PR001070,FL00126,CL00384,Writing,1055,completed,2023-11-16,2024-03-14,136,11,false,High
PR001071,FL00146,CL00669,Writing,3074,disputed,2020-08-28,2020-12-07,68,36,1,Medium
PR001072,FL00042,CL00244,DevOps,2551,completed,2023-07-04,2023-10-17,157,16,1,Medium
PR001073,FL00450,CL00220,DevOps,1521,completed,2022-06-22,2022-09-30,1,20,1,High
PR001074,FL00334,CL00940,Mobile App,1904,completed,2022-09-10,2023-01-08,,32,1,low
PR001075,FL00463,CL00963,Design,4483,disputed,2023-10-25,2024-02-14,152,1,Yes,Medium
PR001076,FL00468,CL00717,Writing,,completed,2022-11-28,,28,,false,Low
PR001077,FL00001,CL00636,Writing,1633,in_progress,2020-12-04,2021-02-20,101,16,1,Medium
PR001078,FL00436,CL00989,SEO,3218,cancelled,2023-05-23,2023-09-11,66,41,No,Medium
PR001079,FL00433,CL00532,DevOps,654,disputed,2021-12-25,2022-03-16,112,31,true,medium
PR001080,FL00175,CL00548,Marketing,4808,IN_PROGRESS,2023-09-13,2024-01-03,155,43,0,Low
PR001081,,CL00137,Design,2036,completed,2022-06-07,TBD,159,22,No,
PR001082,FL00249,CL00133,Marketing,1504,completed,2020-04-26,TBD,34,22,True,medium
PR001083,FL00403,CL00821,AI/ML,2734,in_progress,2022-02-03,2022-03-12,107,23,0,low
PR001084,FL00249,CL00175,Writing,2988,disputed,2024-03-15,2024-04-10,22,20,true,low
PR001085,FL00325,CL00336,Data Science,4708,disputed,2024-04-07,2024-07-31,37,14,0,
PR001086,FL00001,CL00132,Web Development,834,completed,2023-03-14,2023-06-20,52,38,Yes,high
PR001087,FL00083,CL00172,,676,COMPLETED,2020-09-24,2021-01-01,135,33,No,Medium
PR001088,FL00334,CL00294,Video,1644,disputed,2021-03-23,2021-06-26,174,32,1,High
PR001089,FL00333,CL00646,Writing,3621,completed,2023-09-23,2023-10-23,149,26,Yes,low
PR001090,FL00401,CL00366,SEO,3508,completed,2024-04-16,2024-06-20,179,22,False,Low
PR001091,FL00072,CL00051,Video,4803,completed,2022-01-30,2022-03-04,18,41,0,high
PR001092,FL00238,CL00433,,2151,completed,2022-06-04,2022-06-28,123,6,Yes,High
PR001093,FL00126,CL00179,Writing,3812,disputed,2023-03-31,2023-06-04,93,13,False,Medium
PR001094,FL00093,CL00848,DevOps,4682,cancelled,2020-06-22,2020-09-12,18,44,0,low
PR001095,FL00151,CL00031,Writing,2733,completed,2021-05-02,2021-08-22,138,16,True,Low
PR001096,FL00241,CL00463,SEO,2939,completed,2020-09-12,2020-12-15,12,32,True,high
PR001097,FL00040,CL00872,SEO,365,disputed,,2022-11-17,176,24,0,low
PR001098,FL00091,CL00895,SEO,1567,disputed,2022-10-26,2023-02-01,,25,False,High
PR001099,FL00240,CL00432,Mobile App,3088,in_progress,2023-10-19,2023-12-18,105,21,0,High
PR001100,FL00212,CL00193,Mobile App,687,completed,2021-02-28,2021-05-21,21,41,No,high
PR001101,FL00286,CL00848,Video,4633,completed,2022-12-12,2023-02-18,,45,true,Medium
PR001102,,CL00124,AI/ML,3556,,2020-09-29,2020-11-05,156,32,false,low
PR001103,FL00334,CL00005,Web Development,3072,disputed,2021-12-09,2022-01-13,117,39,true,medium
PR001104,FL00410,CL00763,Mobile App,206221,completed,2023-12-24,2024-01-04,98,20,false,High
PR001105,FL00042,CL00004,Mobile App,1339,completed,2021-05-12,2021-09-02,170,21,False,high
PR001106,FL00336,CL00829,Data Science,743,in_progress,2022-09-19,2023-01-05,130,15,0,medium
PR001107,FL00173,CL00680,Web Development,,cancelled,2020-04-10,2020-07-17,28,9,0,Medium
PR001108,FL00230,CL00826,Marketing,903,cancelled,2023-07-17,2023-09-05,102,18,1,medium
PR001109,FL00257,CL00932,,4239,completed,2022-11-05,2023-01-15,103,26,No,low
PR001110,FL00071,CL00112,DevOps,1464,completed,2023-12-11,2024-03-30,145,16,1,Medium
PR001111,FL00382,CL00420,Writing,2720,in_progress,2022-09-10,,9,37,0,medium
PR001112,FL00205,CL00760,SEO,1260,completed,2023-03-01,2023-06-05,73,40,Yes,low
PR001113,FL00397,CL00043,Marketing,,completed,2023-12-15,2024-02-27,141,6,true,Low
PR001114,FL00296,CL00018,AI/ML,4005,in_progress,2021-03-26,2021-05-28,118,37,True,High
PR001115,FL00439,CL00035,Marketing,2451,completed,2023-04-21,2023-06-19,88,27,No,high
PR001116,FL00368,CL00871,Web Development,4339,cancelled,2022-05-28,2022-08-11,70,32,True,medium
PR001117,FL00027,CL00623,Writing,,COMPLETED,2022-03-01,2022-03-23,116,32,1,low
PR001118,FL00389,CL00587,Design,4164,completed,2021-05-14,2021-09-06,148,4,true,Low
PR001119,FL00007,CL00180,Marketing,4536,disputed,2021-06-02,2021-08-31,4,10,1,Low
PR001120,FL00161,CL00791,AI/ML,4930,completed,2024-02-01,2024-05-05,100,33,0,Low
PR001121,FL00400,CL00564,Writing,161386,cancelled,2023-06-07,2023-09-26,42,36,No,
PR001122,FL00198,CL00317,Video,1466,completed,2022-08-24,2022-09-15,88,28,No,low
PR001123,FL00070,CL00544,DevOps,1204,completed,2021-04-11,2021-04-25,174,13,Yes,low
PR001124,FL00247,CL00952,Mobile App,1490,completed,2024-04-04,2024-06-26,67,6,1,High
PR001125,FL00183,CL00531,Data Science,2561,completed,2023-10-20,2024-02-07,29,23,False,Low
PR001126,FL00222,CL00439,SEO,2002,cancelled,2021-12-06,2021-12-22,3,34,false,Low
PR001127,FL00115,CL00976,Writing,595,completed,2024-04-04,2024-06-12,139,15,0,Medium
PR001128,FL00165,CL00544,SEO,731,,2021-11-21,2022-02-28,174,9,Yes,Low
PR001129,FL00383,CL00982,Video,4288,disputed,2022-02-12,2022-05-04,143,17,No,high
PR001130,FL00270,CL00586,Mobile App,1650,completed,2023-06-04,2023-06-30,1,25,false,high
PR001131,FL00445,CL00864,Mobile App,3053,completed,2021-11-30,,60,,true,medium
PR001132,FL00244,CL00594,Design,2580,cancelled,2020-01-19,2020-03-05,36,9,0,Low
PR001133,FL00089,CL00216,DevOps,4492,completed,2022-03-01,2022-04-14,93,11,1,low
PR001134,,CL00568,Design,739$,in_progress,2021-02-18,2021-03-28,54,25,True,medium
PR001135,FL00146,CL00246,SEO,761,disputed,2020-07-03,2020-09-03,26,15,Yes,Medium
PR001136,FL00498,CL00003,Data Science,3072,completed,2021-09-18,2021-10-04,27,32,Yes,
PR001137,FL00375,CL00606,,592,completed,2022-03-08,2022-03-15,98,8,1,Low
PR001138,FL00214,CL00895,Video,4570,cancelled,2021-08-12,2021-09-28,55,36,1,high
PR001139,FL00428,CL00176,Web Development,654,,2020-02-01,,109,6,0,Medium
PR001140,FL00337,CL00325,Design,4192,completed,2021-06-05,2021-08-09,149,0,true,medium
PR001141,FL00462,CL00697,DevOps,1582,,2022-11-08,2023-01-29,43,2,True,low
PR001142,FL00365,CL00253,Data Science,619,completed,2023-05-15,2023-06-28,62,32,1,Low
PR001143,FL00477,CL00607,Design,3319,completed,2021-06-10,2021-07-13,164,6,Yes,high
PR001144,FL00066,CL00773,AI/ML,4321,completed,2020-02-11,2020-03-31,33,29,False,Low
PR001145,FL00248,CL00709,Writing,3954,,2023-11-15,2023-12-21,174,44,Yes,High
PR001146,FL00250,CL00006,Design,2378,cancelled,2022-02-13,2022-04-12,2,,Yes,medium
PR001147,FL00257,CL00005,Data Science,1187,,2023-10-21,2024-01-10,113,44,Yes,medium
PR001148,FL00287,CL00072,Web Development,908,in_progress,2021-02-06,2021-04-05,157,32,false,Low
PR001149,FL00320,CL00407,Marketing,3103,completed,2024-02-25,2024-05-31,8,16,No,high
PR001150,FL00169,CL00038,Writing,1752,disputed,2023-09-01,2023-11-04,100,21,No,Medium
PR001151,FL00049,CL00919,Web Development,2154,completed,2021-12-03,TBD,29,31,0,low
PR001152,FL00143,CL00702,Design,498521,disputed,2020-11-26,2021-03-16,26,32,false,low
PR001153,FL00391,CL00940,Mobile App,2260,cancelled,2021-11-10,2022-01-12,18,9,False,Medium
PR001154,FL00389,CL00592,DevOps,4474,cancelled,2022-01-21,2022-04-21,144,23,false,Low
PR001155,FL00143,CL00580,Design,3510,completed,2020-09-10,2020-11-23,25,,True,high
PR001156,FL00019,CL00126,SEO,469,completed,2021-05-03,2021-08-17,42,35,0,high
PR001157,FL00079,CL00843,SEO,2290,completed,2023-04-20,2023-07-27,106,20,No,high
