review_id,project_id,reviewer_id,rating,review_text,review_date,helpful_votes,verified_purchase
RV002160,PR001145,CL00071,2,Missed the deadline significantly.,,23,True
RV002161,PR000097,CL00310,5,Excellent communication throughout.,2023-03-01,40,True
RV002162,PR000938,CL00247,4,,2022-10-22,19,True
RV002163,PR000571,CL00828,2,Communication was poor.,2022-07-26,30,False
RV002164,PR000709,CL00840,9,Excellent communication throughout.,,42,true
RV002165,PR000532,CL00799,1,Communication was poor.,2023-03-12,13,True
RV002166,PR000151,CL00969,4,Very professional and skilled.,2024-06-03,1,False
RV002167,PR000312,CL00268,3,Not as described in the proposal.,2023-02-11,2,False
RV002168,PR001142,CL00844,1,Quality was below expectations.,2021-03-22,13,False
RV002169,PR000690,CL00885,2,Communication was poor.,2021-08-13,8,true
RV002170,PR000250,CL00916,,Had to redo parts of the work.,2024-11-25,48,false
RV002170,PR000250,CL00916,,Had to redo parts of the work.,2024-11-25,48,false
RV002171,PR000828,CL00498,2,Missed the deadline significantly.,,19,1
RV002172,PR001049,CL00028,2,Not as described in the proposal.,2024-04-30,24,1
RV002172,PR001049,CL00028,2,Not as described in the proposal.,2024-04-30,24,1
RV002173,PR000308,CL00569,4,Excellent communication throughout.,2024-02-22,40,false
RV002174,PR000875,CL00817,3,Not as described in the proposal.,2023-03-04,44,false
RV002175,PR000877,CL00913,4,,2022-06-23,10,false
RV002176,PR000841,CL00341,3,Had to redo parts of the work.,2024-06-04,18,false
RV002177,PR000351,CL00396,1,Quality was below expectations.,2021-06-28,47,True
RV002178,PR000265,CL00295,2,Communication was poor.,2024-08-20,41,True
RV002179,PR000974,CL00198,4,"Great work, highly recommend!",2022-12-18,,True
RV002180,PR000412,CL00019,4,Delivered on time and exceeded expectations.,2023-01-06,23,False
RV002181,PR001113,CL00347,,Delivered on time and exceeded expectations.,2023-11-06,35,false
RV002182,PR001095,CL00443,3,Had to redo parts of the work.,2024-08-06,27,1
RV002183,PR000068,CL00357,4,Excellent communication throughout.,2022-03-23,16,False
RV002184,PR000559,CL00373,1,Had to redo parts of the work.,2024-10-27,48,True
RV002185,PR000013,CL00058,3,Communication was poor.,2021-12-08,25,False
RV002186,PR000240,CL00970,3,Quality was below expectations.,2022-01-30,25,False
RV002187,PR000846,CL00457,1,Had to redo parts of the work.,2023-12-13,,True
RV002188,PR000906,CL00276,4,"Great work, highly recommend!",2024-06-03,21,False
RV002189,PR001196,CL00275,5,Outstanding quality and fast turnaround.,2021-06-21,5,True
RV002190,PR001146,CL00178,5,Excellent communication throughout.,2021-04-08,19,True
RV002191,PR000535,CL00628,,Quality was below expectations.,2023-05-04,,0
RV002192,PR000780,CL00127,1,Quality was below expectations.,2022-10-01,12,False
RV002193,PR000551,CL00396,2,Communication was poor.,2021-05-31,6,1
RV002194,PR000852,CL00420,3,Not as described in the proposal.,2021-04-20,26,0
RV002195,PR000997,CL00450,5,Outstanding quality and fast turnaround.,,1,1
RV002196,PR000204,CL00160,4,Delivered on time and exceeded expectations.,2020-10-06,16,1
RV002197,PR000897,CL00500,4,Excellent communication throughout.,,50,0
RV002198,PR000374,CL00457,5,Very professional and skilled.,2024-08-04,41,0
RV002199,PR001141,CL00408,1,Had to redo parts of the work.,2020-11-16,26,true
RV002200,PR000762,CL00031,2,Communication was poor.,2023-03-25,9,0
RV002201,PR000588,CL00126,4,"Great work, highly recommend!",2023-05-04,49,0
RV002202,PR000771,CL00040,3,Quality was below expectations.,2024-04-05,28,False
RV002203,PR000915,CL00994,1,,2021-01-03,33,0
RV002204,PR000139,CL00739,2,Quality was below expectations.,2022-08-10,14,true
RV002205,PR000869,CL00164,10,Delivered on time and exceeded expectations.,2020-10-20,37,1
RV002206,PR000336,CL00068,5,Delivered on time and exceeded expectations.,2021-08-21,23,true
RV002207,PR001192,CL00750,1,Not as described in the proposal.,2021-11-10,42,True
RV002208,PR000357,CL00597,6,Delivered on time and exceeded expectations.,2022-03-06,10,true
RV002209,PR000157,CL00215,5,Would hire again without hesitation.,2024-02-22,,true
RV002210,PR000165,CL00288,5,"Great work, highly recommend!",2022-12-11,3,True
RV002211,PR000996,CL00764,4,Would hire again without hesitation.,2023-12-27,,True
RV002212,PR001045,CL00815,,Quality was below expectations.,2024-10-07,33,1
RV002213,PR000752,CL00076,1,Not as described in the proposal.,2022-12-19,27,true
RV002214,PR000685,CL00918,3,,2021-09-21,43,True
RV002215,PR000932,CL00692,4,Excellent communication throughout.,2022-11-29,13,0
RV002216,PR000877,CL00530,1,Quality was below expectations.,2023-06-11,7,1
RV002217,PR000495,CL00282,1,Not as described in the proposal.,2022-01-26,35,false
RV002218,PR000835,CL00475,,,2021-01-25,36,false
RV002219,PR001130,CL00685,4,"Great work, highly recommend!",2022-09-01,21,1
RV002220,PR000544,CL00322,2,Had to redo parts of the work.,2023-06-25,42,0
RV002221,PR000472,CL00353,2,Missed the deadline significantly.,2024-11-19,12,0
RV002222,PR000321,CL00048,,Not as described in the proposal.,2020-10-31,39,1
RV002223,PR000560,CL00086,4,Excellent communication throughout.,2020-12-10,1,0
RV002224,PR000189,CL00689,3,Not as described in the proposal.,2024-06-10,24,0
RV002225,PR000512,CL00117,3,Quality was below expectations.,2022-08-10,46,True
RV002226,PR000909,CL00699,2,Missed the deadline significantly.,2023-01-10,21,1
RV002227,PR000026,CL00554,4,Would hire again without hesitation.,2023-03-11,4,0
RV002228,PR000542,CL00914,3,,2022-06-17,8,false
RV002229,PR000909,CL00958,2,Missed the deadline significantly.,2023-01-28,23,1
RV002230,PR000831,CL00283,5,,2023-03-12,46,1
RV002231,PR000855,CL00456,3,Communication was poor.,2023-08-28,10,False
RV002232,,CL00534,2,Missed the deadline significantly.,2021-06-21,47,False
RV002233,PR000216,CL00153,3,Not as described in the proposal.,2020-08-14,19,0
RV002234,PR000115,CL00453,5,Excellent communication throughout.,2022-02-10,6,1
RV002235,,CL00733,1,Had to redo parts of the work.,,11,1
RV002236,PR000849,CL00739,5,Very professional and skilled.,2021-09-01,9,false
RV002237,PR000798,CL00473,2,Had to redo parts of the work.,2020-06-05,11,1
RV002238,PR000280,CL00415,1,Had to redo parts of the work.,2024-06-02,34,False
RV002239,PR000906,CL00526,2,Missed the deadline significantly.,2024-03-16,13,0
RV002240,PR000643,CL00813,4,Delivered on time and exceeded expectations.,2021-12-14,10,True
RV002241,PR000766,CL00191,1,Quality was below expectations.,2021-07-21,2,false
RV002241,PR000766,CL00191,1,Quality was below expectations.,2021-07-21,2,false
RV002242,PR001060,CL00453,4,,2024-03-30,49,True
RV002243,PR000223,CL00105,5,Would hire again without hesitation.,2023-11-25,34,1
RV002244,PR000328,CL00930,1,Missed the deadline significantly.,2020-10-27,46,false
RV002245,PR000490,CL00860,3,Quality was below expectations.,2020-09-25,12,0
RV002246,PR000196,CL00959,5,"Great work, highly recommend!",2022-12-22,30,false
RV002247,PR000830,CL00979,1,Not as described in the proposal.,2023-08-29,4,false
RV002248,PR000194,CL00178,1,Not as described in the proposal.,2022-11-05,3,False
RV002249,PR000228,CL00744,2,Communication was poor.,2022-12-13,39,0
RV002250,PR000826,CL00440,4,Would hire again without hesitation.,2021-08-23,35,False
RV002251,PR001065,CL00287,,Communication was poor.,2022-12-04,41,True
RV002252,PR000260,CL00482,,Would hire again without hesitation.,2023-02-01,32,True
RV002253,PR000752,CL00778,5,Very professional and skilled.,2024-08-05,6,False
RV002254,PR001037,CL00606,5,Would hire again without hesitation.,2024-04-03,32,true
RV002255,PR000648,CL00069,2,Missed the deadline significantly.,2024-05-19,33,false
RV002256,PR000774,CL00817,3,Had to redo parts of the work.,2021-06-27,40,False
RV002257,PR000322,CL00426,3,Missed the deadline significantly.,2021-04-28,8,true
RV002258,PR000995,CL00948,3,Had to redo parts of the work.,2021-10-04,46,false
RV002259,PR001083,CL00657,3,Missed the deadline significantly.,2023-05-05,,false
RV002260,PR000091,CL00147,5,Delivered on time and exceeded expectations.,2024-05-08,22,True
RV002261,PR000107,CL00412,3,,2024-11-16,21,0
RV002262,PR000003,CL00151,4,Very professional and skilled.,2021-08-20,21,0
RV002263,PR000316,CL00494,4,Outstanding quality and fast turnaround.,2020-06-21,18,false
RV002264,PR001059,CL00266,4,Outstanding quality and fast turnaround.,2022-04-19,9,True
RV002265,PR000134,CL00759,,Communication was poor.,2022-07-12,33,1
RV002266,PR000269,CL00719,1,Communication was poor.,2023-12-19,1,false
RV002267,PR000530,CL00795,4,Would hire again without hesitation.,2023-12-05,36,False
RV002268,PR000127,CL00763,2,Missed the deadline significantly.,2022-08-30,,0
RV002269,PR000283,CL00898,3,Had to redo parts of the work.,2024-05-28,14,0
RV002270,PR000200,CL00310,5,Would hire again without hesitation.,2024-02-07,24,0
RV002271,PR001144,CL00673,3,Missed the deadline significantly.,2022-09-13,37,0
RV002272,PR000951,CL00175,4,Very professional and skilled.,2021-12-16,0,true
RV002273,PR000972,CL00676,5,"Great work, highly recommend!",2022-08-02,,false
RV002274,PR001067,CL00336,2,Quality was below expectations.,2022-03-13,37,True
RV002275,PR000375,CL00672,1,Communication was poor.,2021-04-05,8,true
RV002276,PR000869,CL00576,2,Missed the deadline significantly.,2024-02-06,48,0
RV002277,PR001123,CL00079,3,Missed the deadline significantly.,2020-10-19,2,false
RV002278,PR000687,CL00950,3,Missed the deadline significantly.,2024-06-15,4,true
RV002279,PR000280,CL00749,5,"Great work, highly recommend!",2023-01-23,,0
RV002280,PR000657,CL00112,1,Communication was poor.,2022-04-18,46,true
RV002281,PR000414,CL00172,5,Would hire again without hesitation.,2021-01-06,14,1
RV002282,PR000651,CL00986,5,Outstanding quality and fast turnaround.,2022-05-05,28,False
RV002283,PR000710,CL00355,4,Excellent communication throughout.,2020-08-17,12,False
RV002284,PR000067,CL00437,,Very professional and skilled.,2020-11-28,43,0
RV002285,PR000889,CL00105,,Delivered on time and exceeded expectations.,2020-12-08,40,1
RV002286,PR000255,CL00630,1,Missed the deadline significantly.,2023-11-21,45,0
RV002287,PR000191,CL00707,3,Had to redo parts of the work.,2022-07-30,26,0
RV002288,PR000578,CL00635,4,Outstanding quality and fast turnaround.,2023-04-11,37,1
RV002289,PR000060,CL00063,5,,2023-11-20,8,false
RV002290,PR000275,CL00239,3,Missed the deadline significantly.,2024-07-11,2,True
RV002291,PR000333,CL00640,4,Would hire again without hesitation.,2023-02-09,28,false
RV002292,PR000184,CL00068,,Not as described in the proposal.,2023-11-28,27,False
RV002293,PR001080,CL00459,,Quality was below expectations.,2022-04-30,50,false
RV002294,PR000158,CL00974,1,Missed the deadline significantly.,2021-09-21,34,False
RV002295,PR000631,CL00292,3,,2021-10-14,35,False
RV002296,PR000377,CL00668,2,Communication was poor.,2022-07-10,5,true
RV002297,PR000858,CL00961,,Communication was poor.,2024-01-22,14,True
RV002298,PR000125,CL00103,4,Would hire again without hesitation.,2023-08-12,9,False
RV002299,PR000508,CL00699,10,"Great work, highly recommend!",2023-12-21,30,true
RV002300,PR000879,CL00813,2,Missed the deadline significantly.,2021-01-17,8,0
RV002301,PR001189,CL00907,2,,2022-11-05,2,1
RV002302,PR000746,CL00646,1,Not as described in the proposal.,2020-07-19,49,true
RV002303,PR000206,CL00889,1,Communication was poor.,2024-03-07,29,false
RV002304,PR000810,CL00214,2,Had to redo parts of the work.,,12,True
RV002305,PR000167,CL00946,2,Communication was poor.,2024-07-21,8,true
RV002306,PR000522,CL00582,2,Missed the deadline significantly.,2021-04-14,11,True
RV002307,PR000563,CL00395,1,Had to redo parts of the work.,2022-01-23,12,0
RV002308,PR000586,CL00783,5,Outstanding quality and fast turnaround.,2021-01-23,3,0
RV002308,PR000586,CL00783,5,Outstanding quality and fast turnaround.,2021-01-23,3,0
RV002309,PR000057,CL00753,5,"Great work, highly recommend!",2023-09-10,9,true
RV002310,PR001092,CL00815,,,2024-08-25,15,0
RV002311,PR000335,CL00191,4,Excellent communication throughout.,2022-02-03,49,0
RV002312,PR000071,CL00214,2,Communication was poor.,2023-03-29,37,0
RV002313,PR000310,CL00662,2,Had to redo parts of the work.,2024-07-01,4,1
RV002314,PR000705,CL00415,3,,2022-01-08,32,true
RV002315,PR001025,CL00924,5,"Great work, highly recommend!",2023-09-21,17,0
RV002316,PR000561,CL00993,5,Would hire again without hesitation.,2022-05-17,6,True
RV002317,PR000112,CL00942,2,Had to redo parts of the work.,2021-03-24,48,0
RV002318,PR000860,CL00467,1,Missed the deadline significantly.,2024-09-03,40,1
RV002319,PR000509,CL00955,1,Missed the deadline significantly.,,3,true
RV002320,PR001120,CL00010,5,"Great work, highly recommend!",2023-02-07,15,1
RV002321,PR000118,CL00532,4,,2022-09-16,39,false
RV002322,PR000495,CL00793,5,Would hire again without hesitation.,2021-08-06,27,0
RV002323,PR001154,CL00536,2,Had to redo parts of the work.,2020-07-01,9,1
RV002324,PR000379,CL00493,5,Would hire again without hesitation.,2024-03-28,11,False
RV002325,PR000830,CL00035,4,,2021-03-01,0,true
RV002326,PR000749,CL00150,5,Would hire again without hesitation.,2023-04-15,39,True
RV002327,PR000685,CL00211,5,Delivered on time and exceeded expectations.,2024-02-15,30,false
RV002328,PR000025,CL00453,4,Very professional and skilled.,2023-12-12,35,False
RV002329,PR000251,CL00701,5,"Great work, highly recommend!",2023-08-26,12,false
RV002330,PR000358,CL00627,5,Would hire again without hesitation.,2021-12-09,3,false
RV002331,PR000755,CL00278,4,Very professional and skilled.,2022-03-02,40,1
RV002332,PR000565,CL00776,5,Would hire again without hesitation.,2021-09-09,33,0
RV002333,PR000396,CL00300,4,"Great work, highly recommend!",2023-10-09,22,true
RV002334,PR000688,CL00642,2,Communication was poor.,2023-10-14,,True
RV002335,PR000395,CL00945,5,Very professional and skilled.,2024-04-11,11,1
RV002336,PR000408,CL00117,2,Not as described in the proposal.,2021-02-28,40,True
RV002337,PR000258,CL00440,3,Had to redo parts of the work.,,32,1
RV002338,PR000495,CL00955,5,Excellent communication throughout.,,2,true
RV002339,PR000952,CL00530,,Not as described in the proposal.,2023-05-31,22,False
RV002340,PR000250,CL00459,3,Had to redo parts of the work.,2021-05-01,35,0
RV002341,PR000774,CL00764,1,Missed the deadline significantly.,2020-10-03,29,true
RV002342,PR000965,CL00566,3,Not as described in the proposal.,2023-04-16,45,True
RV002343,PR000207,CL00823,1,Quality was below expectations.,2023-05-05,13,0
RV002344,,CL00464,5,Excellent communication throughout.,2020-09-05,3,1
RV002345,PR000244,CL00501,3,Not as described in the proposal.,,0,1
RV002346,PR000042,CL00035,4,Outstanding quality and fast turnaround.,2024-01-16,42,False
RV002347,PR000005,CL00877,2,Missed the deadline significantly.,2020-09-19,26,False
RV002348,PR000565,CL00937,4,Would hire again without hesitation.,2020-12-24,42,0
RV002349,PR000389,CL00030,1,,2024-04-03,38,0
RV002350,PR000493,CL00023,1,Communication was poor.,2020-11-26,3,True
RV002351,PR000114,CL00501,4,Outstanding quality and fast turnaround.,2020-10-26,37,False
RV002352,PR000765,CL00686,2,Had to redo parts of the work.,2024-08-31,24,True
RV002353,PR000328,CL00449,3,Quality was below expectations.,2024-01-26,16,false
RV002354,PR000642,CL00085,2,Missed the deadline significantly.,2020-10-10,16,True
RV002355,PR000799,CL00191,,Communication was poor.,2022-04-23,44,true
RV002356,PR000255,CL00341,5,Would hire again without hesitation.,2022-02-20,47,false
RV002357,PR001062,CL00771,2,Had to redo parts of the work.,2023-12-03,28,1
RV002358,PR000760,CL00793,3,,2021-03-28,45,1
RV002359,PR000322,CL00138,3,Quality was below expectations.,2024-09-04,48,True
RV002360,PR000210,CL00317,5,"Great work, highly recommend!",2023-05-07,11,True
RV002361,PR000789,CL00005,5,Outstanding quality and fast turnaround.,2024-03-05,46,false
RV002362,PR000857,CL00026,5,Delivered on time and exceeded expectations.,2023-01-18,14,False
RV002363,PR000623,CL00591,,Communication was poor.,2022-06-14,31,false
RV002364,PR000685,CL00259,5,Excellent communication throughout.,2023-08-23,37,True
RV002365,PR000207,CL00002,5,Outstanding quality and fast turnaround.,2023-10-03,24,False
RV002366,PR000307,CL00258,,Communication was poor.,2022-01-01,28,1
RV002367,PR000139,CL00211,5,Very professional and skilled.,2022-11-28,42,1
RV002368,PR001199,CL00786,5,Would hire again without hesitation.,2024-05-05,6,1
RV002369,PR000362,CL00523,1,Communication was poor.,,15,true
RV002370,PR001171,CL00718,10,Would hire again without hesitation.,2022-05-28,27,true
RV002371,PR000971,CL00294,3,Quality was below expectations.,2024-06-05,40,1
RV002372,PR000754,CL00161,,"Great work, highly recommend!",2024-01-26,44,1
RV002373,PR000107,CL00936,4,Would hire again without hesitation.,2021-12-12,6,false
RV002374,PR000163,CL00259,5,Excellent communication throughout.,2021-12-03,0,True
RV002375,PR001012,CL00410,4,Very professional and skilled.,2021-07-02,49,false
RV002376,PR000571,CL00782,1,Communication was poor.,,4,False
RV002377,PR000731,CL00341,3,Communication was poor.,2024-03-12,26,1
RV002378,PR000334,CL00430,1,Communication was poor.,2020-08-14,3,true
RV002378,PR000334,CL00430,1,Communication was poor.,2020-08-14,3,true
RV002379,PR000570,CL00162,5,"Great work, highly recommend!",2021-07-23,23,False
RV002380,PR000361,CL00568,2,Quality was below expectations.,2023-07-19,0,false
RV002381,PR000813,CL00977,5,Would hire again without hesitation.,2020-11-02,34,0
RV002382,PR000704,CL00964,2,Missed the deadline significantly.,2021-12-20,35,False
RV002383,PR000539,CL00476,3,Not as described in the proposal.,2023-07-07,5,True
RV002384,PR000945,CL00105,2,Not as described in the proposal.,2024-07-25,8,False
RV002385,PR000053,CL00738,5,Would hire again without hesitation.,2024-09-05,34,False
RV002386,PR001068,CL00061,2,Quality was below expectations.,2022-03-31,37,1
RV002387,PR001165,CL00550,,Communication was poor.,2022-01-01,21,true
RV002388,PR000274,CL00039,2,Had to redo parts of the work.,,33,true
RV002389,PR001087,CL00554,1,Not as described in the proposal.,2021-12-08,18,true
RV002390,PR000440,CL00587,4,Excellent communication throughout.,2023-02-26,,False
RV002391,PR000408,CL00607,4,Outstanding quality and fast turnaround.,2020-06-23,36,true
RV002392,PR000918,CL00178,1,,2023-03-30,27,False
RV002393,PR000753,CL00010,3,Missed the deadline significantly.,2020-10-26,44,false
RV002394,PR000140,CL00015,4,Outstanding quality and fast turnaround.,2020-08-01,20,false
RV002395,PR000518,CL00520,4,Excellent communication throughout.,2023-07-17,13,1
RV002396,PR000152,CL00317,,Had to redo parts of the work.,2021-07-14,36,0
RV002397,PR000435,CL00483,5,Delivered on time and exceeded expectations.,2020-10-14,25,False
RV002398,PR000055,CL00308,2,Quality was below expectations.,2022-08-05,39,true
RV002399,PR001158,CL00923,5,Delivered on time and exceeded expectations.,2020-07-31,28,0
RV002400,PR000286,CL00974,2,Had to redo parts of the work.,2024-09-08,35,1
RV002401,PR000695,CL00797,4,Excellent communication throughout.,,20,0
RV002402,PR000751,CL00722,1,Communication was poor.,2024-08-16,50,true
RV002403,PR000608,CL00500,8,"Great work, highly recommend!",2022-12-25,10,0
RV002404,PR000173,CL00350,4,Delivered on time and exceeded expectations.,,41,True
RV002405,PR001101,CL00161,3,Missed the deadline significantly.,2024-01-26,10,true
RV002406,PR000020,CL00324,,,2022-01-28,8,True
RV002407,PR000486,CL00917,1,Had to redo parts of the work.,2020-07-16,4,False
RV002408,PR000610,CL00021,4,Delivered on time and exceeded expectations.,,31,true
RV002409,PR000439,CL00939,4,Would hire again without hesitation.,2021-01-20,,0
RV002410,PR000937,CL00570,4,Would hire again without hesitation.,,16,1
RV002411,PR000245,CL00357,1,Missed the deadline significantly.,2020-12-13,4,0
RV002412,PR001055,CL00319,4,Would hire again without hesitation.,2021-06-27,,False
RV002413,PR000431,CL00719,5,Outstanding quality and fast turnaround.,2024-01-24,25,1
RV002414,PR000592,CL00344,5,Very professional and skilled.,2023-06-12,36,true
RV002415,PR001138,CL00136,5,Outstanding quality and fast turnaround.,2024-01-29,26,1
RV002416,PR001128,CL00783,2,Communication was poor.,2021-05-10,38,false
RV002417,PR001032,CL00520,3,Had to redo parts of the work.,2021-02-18,13,0
RV002418,PR000730,CL00808,4,"Great work, highly recommend!",2022-05-26,22,true
RV002419,PR001178,CL00893,4,Very professional and skilled.,2024-01-02,44,False
RV002420,PR000281,CL00695,1,Missed the deadline significantly.,2024-09-29,9,0
RV002421,PR001076,CL00815,5,Outstanding quality and fast turnaround.,2023-10-28,,true
RV002422,PR000868,CL00537,1,Had to redo parts of the work.,2020-08-02,42,false
RV002423,PR000947,CL00197,2,Quality was below expectations.,2021-10-10,46,True
RV002424,PR000686,CL00528,4,Outstanding quality and fast turnaround.,2021-04-25,44,1
RV002425,PR000604,CL00931,2,Not as described in the proposal.,2024-07-21,5,True
RV002426,PR001175,CL00338,1,Communication was poor.,2023-01-28,31,True
RV002427,PR000228,CL00867,2,Had to redo parts of the work.,2024-07-14,5,1
RV002428,PR000966,CL00695,2,Had to redo parts of the work.,2023-07-06,,False
RV002429,PR000671,CL00502,4,"Great work, highly recommend!",2023-05-17,,True
RV002430,PR000723,CL00266,3,Missed the deadline significantly.,2024-08-30,35,false
RV002431,PR000549,CL00789,5,Delivered on time and exceeded expectations.,2020-07-16,12,false
RV002432,PR000300,CL00155,3,Missed the deadline significantly.,2024-09-03,29,false
RV002433,PR000497,CL00513,5,Outstanding quality and fast turnaround.,2024-06-08,33,true
RV002434,PR000734,CL00696,2,Quality was below expectations.,2023-09-03,46,True
RV002435,PR000412,CL00599,2,Communication was poor.,2022-07-31,35,true
RV002436,PR000038,CL00979,3,Missed the deadline significantly.,2022-04-22,14,false
RV002437,PR000347,CL00445,4,"Great work, highly recommend!",2022-03-12,12,0
RV002438,PR000941,CL00526,,Communication was poor.,2023-01-07,11,false
RV002439,PR000414,CL00158,,,2024-03-26,22,1
RV002440,PR000809,CL00212,3,Communication was poor.,2023-05-06,28,false
RV002441,PR000475,CL00254,5,Very professional and skilled.,2022-07-29,0,true
RV002442,PR001011,CL00658,4,Excellent communication throughout.,2023-02-12,1,0
RV002443,PR000715,CL00089,5,Excellent communication throughout.,2024-02-25,11,False
RV002444,PR001137,CL00698,2,Communication was poor.,2022-09-08,30,False
RV002445,PR001139,CL00155,3,Had to redo parts of the work.,2024-10-31,10,false
RV002446,PR000222,CL00993,,Not as described in the proposal.,2021-09-11,20,True
RV002447,PR000137,CL00972,5,Would hire again without hesitation.,2020-07-20,43,0
RV002448,PR000951,CL00752,1,Had to redo parts of the work.,2022-04-16,32,True
RV002448,PR000951,CL00752,1,Had to redo parts of the work.,2022-04-16,32,True
RV002449,PR000228,CL00094,1,,2022-06-01,27,false
RV002450,PR000208,CL00297,4,Delivered on time and exceeded expectations.,2024-09-05,13,false
RV002451,PR000618,CL00481,1,Communication was poor.,2021-07-01,36,True
RV002452,PR000633,CL00492,4,Would hire again without hesitation.,,29,True
RV002453,PR000404,CL00978,3,Communication was poor.,2020-10-26,47,0
RV002454,PR000587,CL00992,5,Outstanding quality and fast turnaround.,2022-12-29,35,False
RV002455,PR000247,CL00094,,"Great work, highly recommend!",2022-10-06,21,0
RV002456,PR000920,CL00335,1,,2020-09-01,12,0
RV002457,PR000176,CL00320,4,Excellent communication throughout.,2021-03-15,18,True
RV002458,PR001015,CL00065,2,Communication was poor.,2021-05-11,45,true
RV002459,PR000476,CL00116,4,Would hire again without hesitation.,2021-02-14,6,1
RV002460,PR000949,CL00375,5,Would hire again without hesitation.,2024-09-19,44,False
RV002461,PR000743,CL00531,5,Outstanding quality and fast turnaround.,2020-08-06,27,True
RV002462,PR000448,CL00838,3,Not as described in the proposal.,,3,True
RV002463,PR001036,CL00385,2,Missed the deadline significantly.,2024-02-15,3,False
RV002464,,CL00546,5,Delivered on time and exceeded expectations.,2023-05-08,28,0
RV002465,PR000370,CL00467,,Missed the deadline significantly.,2022-11-11,5,false
RV002466,PR000344,CL00725,1,Not as described in the proposal.,2020-12-10,27,false
RV002467,PR000487,CL00442,2,Had to redo parts of the work.,2021-03-11,43,True
RV002468,PR001153,CL00092,4,,2021-08-13,29,True
RV002469,PR000138,CL00229,1,Had to redo parts of the work.,2023-11-19,17,True
RV002470,PR000688,CL00600,2,Had to redo parts of the work.,2022-03-18,27,False
RV002471,PR000870,CL00890,4,Outstanding quality and fast turnaround.,2021-08-31,13,0
RV002472,PR000358,CL00228,1,,2020-06-20,48,false
RV002472,PR000358,CL00228,1,,2020-06-20,48,false
RV002473,PR000401,CL00707,1,Quality was below expectations.,2022-12-26,13,True
RV002474,PR000527,CL00598,3,Missed the deadline significantly.,2024-02-28,43,False
RV002475,PR001086,CL00357,,Very professional and skilled.,2023-08-22,4,False
RV002476,,CL00244,1,Had to redo parts of the work.,2023-08-31,14,0
RV002477,PR000465,CL00997,3,Had to redo parts of the work.,2023-07-23,,False
RV002478,PR000145,CL00397,5,"Great work, highly recommend!",2023-11-07,,True
RV002479,PR001179,CL00756,,Missed the deadline significantly.,2022-01-03,25,True
RV002480,PR001010,CL00497,4,"Great work, highly recommend!",2021-03-12,34,0
RV002481,PR000306,CL00428,3,Had to redo parts of the work.,2024-01-03,28,0
RV002482,PR000257,CL00629,1,Had to redo parts of the work.,2024-06-29,38,False
RV002483,PR001181,CL00993,5,Outstanding quality and fast turnaround.,2024-07-31,21,1
RV002483,PR001181,CL00993,5,Outstanding quality and fast turnaround.,2024-07-31,21,1
RV002484,PR000935,CL00325,3,Quality was below expectations.,2021-05-18,48,1
RV002485,PR000767,CL00122,,,2024-11-23,27,True
RV002486,PR000681,CL00736,1,,2020-12-17,50,false
RV002487,PR000556,CL00925,2,Missed the deadline significantly.,2022-12-08,15,0
RV002488,PR000683,CL00749,1,Communication was poor.,2022-06-27,50,true
RV002489,PR000667,CL00725,1,Had to redo parts of the work.,2023-12-01,27,True
RV002490,PR000608,CL00762,3,Quality was below expectations.,2022-07-16,35,1
RV002491,PR000529,CL00981,5,Very professional and skilled.,2023-02-16,48,0
RV002492,PR001064,CL00543,5,Excellent communication throughout.,2020-06-22,42,True
RV002493,PR000312,CL00795,1,Not as described in the proposal.,2020-06-24,18,false
RV002494,PR001121,CL00324,4,Outstanding quality and fast turnaround.,,37,0
RV002495,PR000675,CL00256,4,"Great work, highly recommend!",2020-10-23,33,0
RV002496,PR001066,CL00402,1,Not as described in the proposal.,2022-11-07,48,False
RV002497,PR000467,CL00320,5,Would hire again without hesitation.,2022-01-10,20,0
RV002498,PR000939,CL00302,1,Communication was poor.,2022-11-21,4,False
RV002499,PR000250,CL00920,1,Quality was below expectations.,2024-04-08,14,0
RV002500,PR000773,CL00107,1,Missed the deadline significantly.,,3,False
RV002501,PR000956,CL00073,5,Outstanding quality and fast turnaround.,2024-03-29,3,false
RV002502,PR000106,CL00741,3,Quality was below expectations.,2022-01-24,50,1
RV002503,PR000328,CL00865,5,Excellent communication throughout.,2023-06-20,38,0
RV002504,PR000505,CL00508,3,Not as described in the proposal.,2024-11-17,14,false
RV002505,PR001185,CL00566,2,Not as described in the proposal.,2021-11-06,32,false
RV002506,PR000785,CL00799,3,Not as described in the proposal.,2022-11-03,11,false
RV002507,PR000066,CL00454,3,Quality was below expectations.,2023-01-17,47,False
RV002508,PR000865,CL00837,,Communication was poor.,2021-08-19,37,true
RV002509,PR000376,CL00683,2,Not as described in the proposal.,2022-02-28,31,True
RV002510,PR001083,CL00228,2,Quality was below expectations.,2024-03-13,27,True
RV002511,PR000557,CL00588,3,Missed the deadline significantly.,2024-04-04,40,1
RV002512,PR000805,CL00466,1,Not as described in the proposal.,2023-11-09,9,true
RV002513,PR000667,CL00613,2,Had to redo parts of the work.,2022-06-12,44,0
RV002514,PR000667,CL00286,2,Quality was below expectations.,2021-01-31,27,false
RV002515,PR000960,CL00655,3,Quality was below expectations.,2023-08-17,45,True
RV002516,PR000023,CL00725,3,Not as described in the proposal.,2023-03-04,15,True
